2023-08-03 16:09:23.604 | INFO     | __main__:__init__:26 - all init start
2023-08-03 16:09:23.722 | INFO     | petC:setMouseEvent:166 - setMouseEvent running--- slime
2023-08-03 16:09:23.723 | INFO     | petC:setMouseEvent:171 - 

2023-08-03 16:09:23.724 | INFO     | petC:initAI:326 - slime initAI running
2023-08-03 16:09:23.725 | INFO     | AI:__init__:60 - slime's AI init
2023-08-03 16:09:23.726 | INFO     | AI:__init__:61 - infos:
2023-08-03 16:09:23.727 | INFO     | AI:__init__:62 -     -id: slime_AI
2023-08-03 16:09:23.743 | INFO     | petC:hide:174 - slime hide
2023-08-03 16:09:23.753 | INFO     | petC:setMouseEvent:166 - setMouseEvent running--- red
2023-08-03 16:09:23.754 | INFO     | petC:setMouseEvent:171 - 

2023-08-03 16:09:23.756 | INFO     | petC:initAI:326 - red initAI running
2023-08-03 16:09:23.757 | INFO     | AI:__init__:60 - red's AI init
2023-08-03 16:09:23.758 | INFO     | AI:__init__:61 - infos:
2023-08-03 16:09:23.759 | INFO     | AI:__init__:62 -     -id: red_AI
2023-08-03 16:09:23.761 | INFO     | petC:hide:174 - red hide
2023-08-03 16:09:23.771 | INFO     | petC:setMouseEvent:166 - setMouseEvent running--- orange
2023-08-03 16:09:23.772 | INFO     | petC:setMouseEvent:171 - 

2023-08-03 16:09:23.774 | INFO     | petC:initAI:326 - orange initAI running
2023-08-03 16:09:23.775 | INFO     | AI:__init__:60 - orange's AI init
2023-08-03 16:09:23.777 | INFO     | AI:__init__:61 - infos:
2023-08-03 16:09:23.778 | INFO     | AI:__init__:62 -     -id: orange_AI
2023-08-03 16:09:23.781 | INFO     | petC:hide:174 - orange hide
2023-08-03 16:09:23.790 | INFO     | petC:setMouseEvent:166 - setMouseEvent running--- yellow
2023-08-03 16:09:23.791 | INFO     | petC:setMouseEvent:171 - 

2023-08-03 16:09:23.792 | INFO     | petC:initAI:326 - yellow initAI running
2023-08-03 16:09:23.793 | INFO     | AI:__init__:60 - yellow's AI init
2023-08-03 16:09:23.794 | INFO     | AI:__init__:61 - infos:
2023-08-03 16:09:23.795 | INFO     | AI:__init__:62 -     -id: yellow_AI
2023-08-03 16:09:23.801 | INFO     | petC:hide:174 - yellow hide
2023-08-03 16:09:23.811 | INFO     | petC:setMouseEvent:166 - setMouseEvent running--- green
2023-08-03 16:09:23.814 | INFO     | petC:setMouseEvent:171 - 

2023-08-03 16:09:23.815 | INFO     | petC:initAI:326 - green initAI running
