2023-08-11 16:27:14.950 | INFO     | __main__:__init__:120 - all init start
2023-08-11 16:27:15.132 | INFO     | petC:setMouseEvent:219 - setMouseEvent running--- slime
2023-08-11 16:27:15.137 | INFO     | petC:setMouseEvent:224 - 

2023-08-11 16:27:15.140 | INFO     | petC:initAI:419 - slime initAI running
2023-08-11 16:27:15.141 | DEBUG    | __main__:run:31 - []
2023-08-11 16:27:15.175 | INFO     | petC:hide:227 - slime hide
2023-08-11 16:27:15.211 | INFO     | petC:setMouseEvent:219 - setMouseEvent running--- red
2023-08-11 16:27:15.212 | DEBUG    | __main__:run:31 - []
2023-08-11 16:27:15.214 | INFO     | petC:setMouseEvent:224 - 

2023-08-11 16:27:15.222 | INFO     | petC:initAI:419 - red initAI running
2023-08-11 16:27:15.223 | DEBUG    | __main__:run:31 - []
2023-08-11 16:27:15.226 | INFO     | petC:hide:227 - red hide
2023-08-11 16:27:15.265 | INFO     | petC:setMouseEvent:219 - setMouseEvent running--- orange
2023-08-11 16:27:15.267 | DEBUG    | __main__:run:31 - []
2023-08-11 16:27:15.269 | INFO     | petC:setMouseEvent:224 - 

2023-08-11 16:27:15.275 | INFO     | petC:initAI:419 - orange initAI running
2023-08-11 16:27:15.277 | DEBUG    | __main__:run:31 - []
2023-08-11 16:27:15.279 | INFO     | petC:hide:227 - orange hide
2023-08-11 16:27:15.321 | INFO     | petC:setMouseEvent:219 - setMouseEvent running--- yellow
2023-08-11 16:27:15.323 | DEBUG    | __main__:run:31 - []
2023-08-11 16:27:15.325 | INFO     | petC:setMouseEvent:224 - 

2023-08-11 16:27:15.331 | INFO     | petC:initAI:419 - yellow initAI running
2023-08-11 16:27:15.332 | DEBUG    | __main__:run:31 - []
2023-08-11 16:27:15.335 | INFO     | petC:hide:227 - yellow hide
2023-08-11 16:27:15.374 | INFO     | petC:setMouseEvent:219 - setMouseEvent running--- green
2023-08-11 16:27:15.376 | DEBUG    | __main__:run:31 - []
2023-08-11 16:27:15.380 | INFO     | petC:setMouseEvent:224 - 

2023-08-11 16:27:15.387 | DEBUG    | __main__:run:31 - []
2023-08-11 16:27:15.389 | INFO     | petC:initAI:419 - green initAI running
